Exp,Wks,BlueCol,Ind,South,SMSA,Married,Sex,Union,Ed,Black,LWage
20,43,no,0,no,yes,yes,male,no,12,no,6.80239
21,48,no,0,no,yes,yes,male,yes,12,no,6.95655
22,48,no,0,no,yes,yes,male,no,12,no,7.08841
23,48,no,0,no,yes,yes,male,yes,12,no,7.36455
24,50,no,0,no,yes,yes,male,no,12,no,7.49554
25,50,yes,0,no,yes,yes,male,yes,12,no,7.21082
33,43,no,0,yes,yes,yes,male,yes,12,no,6.47851
34,41,no,0,yes,yes,yes,male,yes,12,no,6.55393
35,43,no,0,yes,yes,yes,male,yes,12,no,6.62804
36,42,no,0,yes,yes,yes,male,yes,12,no,6.74524
37,41,no,0,yes,yes,yes,male,yes,12,no,6.82979
38,45,no,0,yes,no,yes,male,yes,12,no,7.09008
39,46,no,0,yes,no,yes,male,yes,12,no,7.05099
28,44,no,0,no,yes,yes,male,no,17,no,6.90575
29,49,no,0,no,yes,yes,male,no,17,no,6.90575
30,48,no,0,no,yes,yes,male,yes,17,no,7.20786
31,45,no,0,no,yes,yes,male,yes,17,no,7.29302
32,46,no,0,no,yes,yes,male,yes,17,no,7.37776
33,46,no,0,no,yes,yes,male,yes,17,no,7.15462
34,46,no,0,no,yes,yes,male,yes,17,no,7.28207
1,45,yes,0,no,yes,no,male,no,11,no,5.70378
2,46,yes,0,no,yes,no,male,no,11,no,6.2634
3,43,yes,0,no,yes,no,male,no,11,no,5.92693
4,36,yes,0,no,yes,no,male,no,11,no,5.52146
5,44,no,0,no,yes,no,male,no,11,no,5.99146
6,47,yes,0,no,yes,no,male,no,11,no,6.16331
7,51,yes,0,no,yes,no,male,no,11,no,6.35437
12,50,no,1,yes,no,yes,male,no,14,no,6.10925
13,49,no,1,yes,no,yes,male,no,14,no,6.24417
14,50,no,1,yes,no,yes,male,no,14,no,6.28227
15,49,no,1,yes,no,yes,male,no,14,no,6.38519
16,50,no,1,yes,no,yes,male,no,14,no,6.4892
17,49,no,1,yes,no,yes,male,no,14,no,6.55678
18,48,no,1,yes,no,yes,male,no,14,no,6.77422
34,30,yes,0,no,yes,yes,male,yes,5,no,6.90575
35,26,yes,0,no,yes,yes,male,yes,5,no,6.90575
36,30,yes,0,no,yes,yes,male,yes,5,no,7.03878
37,36,yes,0,no,yes,yes,male,yes,5,no,7.12287
38,49,yes,0,no,yes,yes,male,yes,5,no,7.12287
39,44,yes,0,no,yes,yes,male,yes,5,no,7.17012
40,52,yes,0,no,yes,yes,male,yes,5,no,7.30653
10,49,no,0,no,yes,no,female,no,12,no,6.02345
11,49,no,0,no,yes,no,female,no,12,no,6.25383
12,49,no,0,no,yes,no,female,no,12,no,6.33328
13,49,no,0,no,yes,no,female,no,12,no,6.47697
14,49,no,0,no,yes,no,female,no,12,no,6.49072
15,49,no,0,no,yes,no,female,no,12,no,6.84268
16,49,no,0,no,yes,no,female,no,12,no,6.90174
30,49,yes,1,yes,no,yes,male,no,12,no,5.57973
31,52,yes,1,yes,no,yes,male,no,12,no,5.66988
32,51,yes,1,yes,no,yes,male,no,12,no,5.826
33,48,yes,1,yes,no,yes,male,no,12,no,5.87493
34,50,yes,1,yes,no,yes,male,no,12,no,5.8999
35,43,yes,1,yes,no,yes,male,no,12,no,6.10925
36,50,yes,1,yes,no,yes,male,no,12,no,6.19236
29,47,no,0,no,yes,yes,male,no,16,no,6.90575
30,52,no,0,no,yes,yes,male,no,16,no,6.90575
31,43,no,0,no,yes,yes,male,no,16,no,7.1107
32,48,no,0,no,yes,yes,male,no,16,no,7.1309
33,48,no,0,no,yes,yes,male,no,16,no,6.67077
34,48,no,0,no,yes,yes,male,no,16,no,6.90776
35,48,no,0,no,yes,yes,male,no,16,no,6.90776
2,50,no,0,yes,yes,yes,male,no,16,no,6.14633
3,50,no,0,yes,yes,yes,male,no,16,no,6.55108
4,50,no,0,no,yes,yes,male,no,16,no,6.80239
5,50,no,0,no,yes,yes,male,no,16,no,6.90776
6,50,no,0,no,yes,yes,male,no,16,no,7.09008
7,50,no,0,no,yes,yes,male,no,16,no,7.24423
8,49,no,0,no,yes,yes,male,no,16,no,7.31322
16,40,no,0,no,yes,no,female,yes,17,no,6.68461
17,40,no,0,no,yes,no,female,no,17,no,6.74524
18,40,no,0,no,yes,no,female,yes,17,no,6.74524
19,40,no,0,no,yes,no,female,no,17,no,6.85646
20,39,no,0,no,yes,no,female,no,17,no,6.90776
21,42,no,0,no,yes,no,female,no,17,no,6.90776
22,42,no,1,no,yes,no,female,yes,17,no,6.90776
2,50,yes,0,no,no,yes,male,yes,12,no,5.9135
3,50,yes,0,no,no,yes,male,yes,12,no,6.24028
4,50,yes,0,no,no,yes,male,yes,12,no,6.36303
5,50,yes,0,no,no,yes,male,yes,12,no,6.55108
6,50,yes,0,no,no,yes,male,yes,12,no,6.71538
7,50,yes,0,no,no,yes,male,yes,12,no,6.80239
8,50,yes,0,no,no,yes,male,yes,12,no,6.90776
23,49,no,1,no,yes,yes,male,no,16,no,6.90575
24,48,no,1,no,yes,yes,male,no,16,no,6.90575
25,49,no,1,no,yes,yes,male,no,16,no,7.64969
26,48,no,1,no,yes,yes,male,no,16,no,7.88231
27,49,no,1,no,yes,yes,male,no,16,no,7.82405
28,48,no,1,no,yes,yes,male,no,16,no,7.97247
29,48,no,1,no,yes,yes,male,no,16,no,8.04719
27,34,no,0,no,no,yes,male,no,17,no,6.04025
28,49,no,0,no,no,yes,male,no,17,no,6.90575
29,49,no,0,no,no,yes,male,no,17,no,6.95655
30,47,no,0,no,no,yes,male,no,17,no,7.01571
31,46,no,0,no,no,yes,male,yes,17,no,7.09008
32,48,no,0,no,no,yes,male,no,17,no,7.1309
33,48,no,0,no,no,yes,male,no,17,no,7.04141
30,46,yes,0,no,yes,yes,male,yes,10,no,6.63332
31,49,yes,0,no,yes,yes,male,yes,10,no,6.71538
32,47,yes,1,no,yes,yes,male,yes,10,no,6.82979
33,50,yes,1,no,yes,yes,male,yes,10,no,6.90776
34,50,yes,1,no,yes,yes,male,no,10,no,7.00307
35,45,yes,1,no,yes,yes,male,yes,10,no,7.08255
36,39,yes,1,no,yes,yes,male,yes,10,no,7.1309
21,39,yes,1,no,no,yes,male,yes,12,no,6.23245
22,47,yes,1,no,no,yes,male,yes,12,no,6.30262
23,48,yes,1,no,no,yes,male,yes,12,no,6.34564
24,48,yes,1,no,no,yes,male,yes,12,no,6.47235
25,50,yes,1,no,no,yes,male,yes,12,no,6.48768
26,48,yes,1,no,no,yes,male,yes,12,no,6.71538
27,47,yes,1,no,no,yes,male,yes,12,no,6.74524
18,49,yes,1,yes,no,yes,male,no,7,no,5.92693
19,48,yes,1,yes,no,yes,male,no,7,no,5.95324
20,46,yes,1,yes,no,yes,male,no,7,no,6.10925
21,48,yes,1,yes,no,yes,male,no,7,no,6.14204
22,46,yes,1,yes,no,yes,male,no,7,no,6.17379
23,40,yes,1,yes,no,yes,male,no,7,no,6.17379
24,49,yes,1,yes,no,yes,male,no,7,no,6.17379
7,48,no,1,no,no,yes,male,no,17,no,6.90575
8,49,no,1,no,no,yes,male,no,17,no,6.90575
9,49,no,1,no,no,yes,male,no,17,no,7.18917
10,49,no,1,no,no,yes,male,no,17,no,7.19293
11,48,no,1,no,yes,yes,male,no,17,no,7.37776
12,48,no,1,no,yes,yes,male,no,17,no,7.37776
13,48,no,1,no,yes,yes,male,no,17,no,7.48717
6,36,no,0,no,no,yes,male,no,16,no,6.16331
7,36,no,0,no,no,yes,male,no,16,no,6.15273
8,43,no,0,no,no,yes,male,no,16,no,6.3699
9,36,no,0,no,no,yes,male,no,16,no,6.38012
10,40,no,0,no,no,yes,male,no,16,no,6.31716
11,40,no,0,no,no,yes,male,no,16,no,6.57925
12,36,no,0,no,no,yes,male,no,16,no,6.59304
32,52,no,0,no,no,no,male,yes,12,no,6.74524
33,50,yes,0,no,no,no,male,no,12,no,6.85118
34,52,yes,0,no,no,yes,male,no,12,no,6.90776
35,50,no,0,no,no,yes,male,no,12,no,6.96602
36,50,no,0,no,no,yes,male,no,12,no,7.03439
37,48,no,0,no,no,yes,male,no,12,no,6.92067
38,48,no,0,no,no,yes,male,no,12,no,7.03527
27,47,no,0,no,yes,yes,male,no,16,no,6.90575
28,47,no,0,no,yes,yes,male,no,16,no,6.90575
29,47,no,0,no,yes,yes,male,no,16,no,7.82405
30,47,no,0,no,yes,yes,male,no,16,no,7.90101
31,47,no,0,no,yes,yes,male,no,16,no,7.67322
32,47,no,0,no,no,yes,male,no,16,no,8.00637
33,49,no,0,no,no,yes,male,no,16,no,8.05516
34,49,yes,1,no,yes,yes,male,yes,12,no,6.90575
35,49,yes,1,no,yes,yes,male,yes,12,no,6.90575
36,49,yes,1,no,yes,yes,male,yes,12,no,7.12367
37,49,yes,1,no,yes,yes,male,yes,12,no,7.23921
38,49,yes,0,no,yes,yes,male,yes,12,no,7.42357
39,49,yes,0,no,yes,yes,male,yes,12,no,7.46737
40,48,yes,0,no,yes,yes,male,yes,12,no,7.55747
15,50,yes,0,no,yes,yes,male,no,10,no,6.53814
16,49,yes,0,no,yes,no,male,no,10,no,6.62936
17,45,yes,0,no,yes,no,male,no,10,no,6.72263
18,43,yes,1,no,yes,yes,male,no,10,no,6.86485
19,49,yes,0,no,yes,yes,male,no,10,no,6.87626
20,44,yes,0,no,yes,yes,male,yes,10,no,6.75809
21,38,yes,0,no,yes,yes,male,yes,10,no,6.76964
7,47,yes,0,no,yes,no,female,yes,10,no,5.75257
8,45,yes,0,no,yes,no,female,yes,10,no,5.75257
9,46,yes,0,no,yes,no,female,yes,10,no,5.88053
10,41,yes,0,no,yes,no,female,yes,10,no,5.94542
11,48,yes,0,no,yes,no,female,yes,10,no,6.03548
12,45,yes,0,no,yes,no,female,yes,10,no,6.02587
13,39,yes,0,no,yes,no,female,yes,10,no,6.16542
9,46,yes,1,no,yes,yes,male,yes,12,no,6.90575
10,43,yes,1,no,yes,yes,male,yes,12,no,6.90575
11,40,yes,1,no,yes,yes,male,yes,12,no,7.1452
12,43,yes,0,no,yes,yes,male,yes,12,no,7.22548
13,50,yes,0,no,yes,yes,male,yes,12,no,7.33302
14,49,yes,1,no,yes,yes,male,yes,12,no,7.40853
15,48,yes,1,no,yes,yes,male,yes,12,no,7.34601
22,42,yes,1,yes,no,yes,male,no,10,no,6.37161
23,48,yes,1,yes,no,yes,male,no,10,no,6.46925
24,48,yes,1,yes,no,yes,male,no,10,no,6.56948
25,43,yes,1,yes,no,yes,male,no,10,no,6.51175
26,52,yes,1,yes,no,yes,male,no,10,no,6.56526
27,52,yes,1,yes,no,yes,male,no,10,no,6.64639
28,52,yes,1,yes,no,yes,male,no,10,no,6.7334
36,48,yes,0,no,yes,yes,male,no,7,no,6.39693
37,44,yes,0,no,yes,yes,male,no,7,no,6.47697
38,45,yes,0,no,yes,yes,male,no,7,no,6.55108
39,50,yes,0,no,yes,yes,male,no,7,no,6.62007
40,50,yes,0,no,yes,yes,male,no,7,no,6.66568
41,50,yes,0,no,yes,yes,male,no,7,no,6.68461
42,40,yes,0,no,yes,yes,male,no,7,no,6.7093
37,50,yes,0,yes,no,yes,male,yes,10,no,6.47697
38,26,yes,0,yes,no,yes,male,no,10,no,6.35437
39,24,yes,0,yes,no,yes,male,yes,10,no,6.35437
40,39,yes,0,yes,no,yes,male,yes,10,no,6.50728
41,51,yes,0,yes,no,yes,male,yes,10,no,6.59715
42,44,yes,0,yes,no,yes,male,yes,10,no,6.66313
43,46,yes,0,yes,no,yes,male,yes,10,no,6.62007
9,50,yes,0,no,yes,no,female,no,7,yes,5.43808
10,44,yes,0,no,yes,no,female,no,7,yes,5.56068
11,50,yes,0,no,yes,no,female,no,7,yes,5.57973
12,50,yes,0,no,yes,no,female,no,7,yes,5.73657
13,50,yes,0,no,yes,no,female,no,7,yes,5.76832
14,50,yes,0,no,yes,no,female,no,7,yes,5.81413
15,49,yes,0,no,yes,no,female,no,7,yes,6.04025
10,49,yes,0,no,yes,no,female,no,11,no,5.7462
11,50,yes,0,no,yes,no,female,no,11,no,5.73657
12,42,yes,0,no,yes,no,female,no,11,no,5.4161
13,51,yes,0,no,yes,no,female,no,11,no,5.46383
14,52,no,1,no,yes,no,female,no,11,no,6.21461
15,50,yes,0,no,yes,no,female,no,11,no,5.85793
16,47,yes,0,no,yes,no,female,no,11,no,6.21461
30,49,no,1,no,yes,yes,male,no,16,no,6.62007
31,48,no,1,no,yes,no,male,no,16,no,6.55108
32,48,no,1,no,yes,no,male,no,16,no,6.74524
33,47,no,1,no,yes,no,male,no,16,no,6.80239
34,48,no,1,no,yes,no,male,no,16,no,6.95655
35,47,no,1,no,yes,no,male,no,16,no,7.02554
36,48,no,1,no,yes,no,male,no,16,no,7.00307
18,48,yes,1,yes,no,yes,male,yes,10,no,6.05678
19,47,yes,1,yes,no,yes,male,yes,10,no,6.10925
20,48,yes,1,yes,no,yes,male,yes,10,no,6.18415
21,48,yes,1,yes,no,yes,male,yes,10,no,6.28413
22,48,yes,1,yes,no,yes,male,yes,10,no,6.39693
23,48,yes,1,yes,no,yes,male,yes,10,no,6.51471
24,48,yes,1,yes,no,yes,male,yes,10,no,6.57508
6,50,no,0,yes,no,yes,male,no,16,no,5.8861
7,49,no,0,yes,yes,yes,male,no,16,no,6.21461
8,49,no,0,yes,no,yes,male,no,16,no,6.44572
9,50,no,0,yes,no,yes,male,no,16,no,6.39693
10,49,no,0,yes,no,no,male,no,16,no,6.65673
11,50,no,0,yes,no,no,male,no,16,no,6.62007
12,49,no,0,yes,no,no,male,no,16,no,6.62007
25,49,no,0,no,yes,yes,male,no,17,yes,6.90575
26,47,no,0,no,yes,yes,male,no,17,yes,6.90575
27,49,no,0,no,yes,yes,male,no,17,yes,7.54961
28,48,no,0,no,yes,yes,male,no,17,yes,7.6009
29,49,no,0,no,yes,yes,male,no,17,yes,7.67322
30,48,no,0,no,yes,yes,male,no,17,yes,7.6009
31,47,no,0,no,yes,yes,male,no,17,yes,7.69621
7,49,no,1,yes,no,yes,male,yes,12,yes,6.23832
8,32,no,1,yes,no,yes,male,yes,12,yes,6.49224
9,49,yes,1,yes,no,yes,male,yes,12,yes,6.52209
10,49,yes,1,yes,no,yes,male,yes,12,yes,6.58617
11,34,yes,1,yes,no,yes,male,yes,12,yes,6.80239
12,49,yes,0,yes,no,yes,male,yes,12,yes,6.85646
13,49,no,1,yes,no,yes,male,yes,12,yes,6.95655
33,48,yes,1,no,no,yes,male,no,12,no,6.22654
34,48,yes,1,no,no,yes,male,no,12,no,6.30992
35,47,yes,1,no,no,yes,male,no,12,no,6.39693
36,48,yes,1,no,no,yes,male,no,12,no,6.52942
37,48,yes,1,no,no,yes,male,no,12,no,6.61204
38,48,yes,1,no,no,yes,male,no,12,no,6.70441
39,24,yes,1,no,no,yes,male,no,12,no,6.72623
3,48,yes,1,no,no,no,female,no,12,no,6.05209
4,11,yes,1,no,no,no,female,yes,12,no,6.01616
5,37,yes,1,no,no,no,female,yes,12,no,6.27852
6,50,yes,1,no,no,no,female,yes,12,no,6.36819
7,40,yes,1,no,no,no,female,yes,12,no,6.45834
8,47,yes,1,no,no,no,female,yes,12,no,6.56244
9,50,yes,1,no,no,no,female,yes,12,no,6.63068
5,16,no,0,yes,yes,yes,male,no,16,no,6.23048
6,39,no,0,yes,yes,yes,male,yes,16,no,6.35437
7,50,no,0,yes,yes,yes,male,yes,16,no,6.49979
8,50,no,0,yes,yes,yes,male,yes,16,no,6.68461
9,50,no,0,yes,yes,yes,male,yes,16,no,6.98008
10,49,no,0,yes,yes,yes,male,yes,16,no,7.00307
11,48,no,0,yes,yes,yes,male,yes,16,no,7.09008
32,47,yes,1,no,no,yes,male,yes,12,no,6.64379
33,47,yes,1,no,no,yes,male,yes,12,no,6.74406
34,47,yes,1,no,no,yes,male,yes,12,no,6.79906
35,47,yes,1,no,no,yes,male,yes,12,no,6.89366
36,47,yes,1,no,no,yes,male,yes,12,no,7.02731
37,47,yes,1,no,no,yes,male,yes,12,no,7.06476
38,47,yes,1,no,no,yes,male,yes,12,no,7.20042
25,42,no,0,yes,no,no,male,no,17,no,6.51175
26,45,no,0,yes,no,no,male,no,17,no,6.49527
27,47,no,0,yes,no,no,male,no,17,no,6.63726
28,46,no,0,yes,no,no,male,no,17,no,6.63857
29,44,no,0,yes,no,no,male,no,17,no,6.69456
30,51,no,0,yes,no,no,male,no,17,no,6.69827
31,45,no,0,yes,no,no,male,no,17,no,6.99393
10,49,yes,1,yes,no,yes,male,no,10,no,5.85793
11,51,yes,1,yes,no,yes,male,no,10,no,5.85793
12,28,yes,0,yes,no,yes,male,no,10,no,6.21461
13,50,yes,1,yes,no,yes,male,no,10,no,6.18415
14,51,yes,1,yes,no,yes,male,no,10,no,6.23441
15,50,yes,1,yes,no,yes,male,no,10,no,6.18415
16,52,yes,1,yes,no,yes,male,no,10,no,6.16752
10,49,yes,0,no,yes,yes,male,no,12,no,6.55108
11,50,yes,0,no,yes,yes,male,no,12,no,6.63332
12,49,no,0,no,yes,yes,male,no,12,no,6.74524
13,49,no,0,no,yes,yes,male,no,12,no,6.95655
14,48,no,0,no,yes,yes,male,no,12,no,7.02554
15,48,no,0,no,yes,yes,male,no,12,no,7.1507
16,49,no,0,no,yes,yes,male,no,12,no,7.31322
16,37,yes,0,yes,yes,yes,male,yes,10,no,6.31716
17,50,yes,0,yes,yes,yes,male,yes,10,no,6.3613
18,49,yes,0,yes,yes,yes,male,yes,10,no,6.42972
19,37,yes,0,yes,yes,yes,male,yes,10,no,6.73102
20,47,yes,0,yes,yes,yes,male,yes,10,no,6.81014
21,45,yes,0,yes,yes,yes,male,yes,10,no,6.95177
22,49,yes,0,yes,yes,yes,male,yes,10,no,6.9256
12,49,no,0,no,yes,yes,male,no,16,no,6.83841
13,49,no,0,no,yes,yes,male,no,16,no,6.85224
14,48,no,0,no,yes,yes,male,no,16,no,6.91175
15,49,no,0,no,yes,yes,male,no,16,no,6.91175
16,49,no,0,no,yes,yes,male,no,16,no,7.31122
17,50,no,0,no,yes,yes,male,no,16,no,7.18917
18,49,no,0,no,yes,yes,male,no,16,no,7.37776
10,37,no,1,no,yes,no,female,no,12,yes,6.10925
11,33,no,1,no,yes,no,female,no,12,yes,6.20456
12,43,no,1,no,yes,no,female,no,12,yes,6.37161
13,46,no,1,no,yes,no,female,no,12,yes,6.39693
14,48,no,1,no,yes,no,female,no,12,yes,6.55108
15,49,no,1,no,yes,no,female,no,12,yes,6.60259
16,48,yes,1,no,yes,no,female,no,12,yes,6.62007
3,48,no,0,no,yes,no,female,no,16,no,6.30992
4,35,no,0,no,yes,no,female,no,16,no,6.29157
5,40,no,0,no,yes,no,female,no,16,no,6.30992
6,36,no,0,no,yes,no,female,no,16,no,6.65286
7,28,no,0,no,yes,no,female,no,16,no,6.62007
8,51,no,0,no,yes,no,female,no,16,no,6.57228
9,50,no,0,no,yes,no,female,no,16,no,7.04752
15,49,yes,1,yes,yes,yes,male,yes,12,no,6.67834
16,45,yes,1,yes,yes,yes,male,yes,12,no,6.75227
17,48,yes,1,yes,yes,yes,male,yes,12,no,6.84162
18,49,yes,1,yes,yes,yes,male,yes,12,no,6.95655
19,47,yes,1,yes,yes,yes,male,yes,12,no,7.00307
20,48,yes,1,yes,yes,yes,male,yes,12,no,7.15462
21,47,yes,0,yes,yes,yes,male,yes,12,no,7.21524
21,44,no,0,no,yes,yes,male,yes,17,no,6.90575
22,41,no,0,no,yes,yes,male,yes,17,no,6.90575
23,43,no,0,no,yes,yes,male,yes,17,no,7.02997
24,41,no,0,no,yes,yes,male,yes,17,no,7.09008
25,44,no,0,no,yes,yes,male,yes,17,no,7.20786
26,43,no,0,no,yes,yes,male,yes,17,no,7.26193
27,42,no,0,no,yes,yes,male,yes,17,no,7.27932
14,49,yes,0,yes,yes,yes,male,yes,12,no,6.55962
15,49,yes,0,yes,yes,yes,male,yes,12,no,6.60123
16,49,yes,0,yes,yes,yes,male,yes,12,no,6.73221
17,48,yes,0,yes,yes,yes,male,yes,12,no,6.79122
18,48,yes,0,yes,yes,yes,male,yes,12,no,6.90776
19,47,yes,0,yes,yes,yes,male,yes,12,no,7.00307
20,46,yes,0,yes,yes,yes,male,yes,12,no,7.09008
8,51,yes,0,no,no,yes,male,no,14,no,5.89715
9,51,yes,0,no,no,yes,male,no,14,no,6.07993
10,51,yes,0,no,no,yes,male,no,14,no,5.98141
11,50,yes,0,no,no,yes,male,no,14,no,6.33328
12,51,no,0,no,no,yes,male,no,14,no,6.27476
13,52,no,0,no,no,yes,male,no,14,no,6.20456
14,51,no,0,no,no,yes,male,no,14,no,6.58617
21,50,yes,1,no,yes,yes,male,yes,9,no,6.44572
22,50,yes,1,no,yes,yes,male,yes,9,no,6.74524
23,52,yes,1,no,yes,no,male,yes,9,no,6.81892
24,51,yes,1,no,no,no,male,yes,9,no,6.85646
25,51,yes,1,no,no,no,male,yes,9,no,7.00307
26,49,yes,1,no,no,no,male,yes,9,no,7.09008
27,50,yes,1,no,no,no,male,yes,9,no,7.20786
21,51,no,0,yes,yes,yes,male,no,16,no,6.90575
22,49,no,0,yes,yes,yes,male,no,16,no,6.90575
23,47,no,0,yes,yes,yes,male,no,16,no,7.91936
24,47,no,0,yes,yes,yes,male,no,16,no,8.13153
25,47,no,0,yes,yes,yes,male,no,16,no,8.0229
26,47,no,0,yes,yes,yes,male,no,16,no,7.92516
27,47,no,0,yes,yes,yes,male,no,16,no,7.84502
7,50,no,0,yes,yes,yes,male,no,16,no,6.4892
8,50,no,0,yes,yes,yes,male,no,16,no,6.5582
9,50,no,0,yes,yes,yes,male,no,16,no,6.57786
10,50,no,0,yes,yes,yes,male,no,16,no,6.68461
11,50,no,0,yes,yes,yes,male,no,16,no,6.39693
12,50,no,0,yes,yes,yes,male,no,16,no,7.09008
13,50,no,0,yes,yes,yes,male,no,16,no,6.86693
6,49,no,0,no,no,yes,male,no,16,no,6.35437
7,49,no,0,no,no,yes,male,no,16,no,6.44572
8,51,no,0,no,no,yes,male,no,16,no,6.80239
9,49,no,0,no,no,yes,male,no,16,no,6.80239
10,49,no,0,no,no,yes,male,no,16,no,6.90776
11,50,no,0,no,no,yes,male,no,16,no,6.96602
12,50,no,0,no,no,yes,male,no,16,no,7.09008
24,50,yes,1,no,yes,yes,male,yes,12,yes,6.31173
25,40,yes,1,no,yes,yes,male,yes,12,yes,6.54535
26,50,yes,1,no,yes,yes,male,yes,12,yes,6.56386
27,47,yes,1,no,yes,yes,male,yes,12,yes,6.632
28,48,yes,1,no,yes,yes,male,yes,12,yes,6.80239
29,48,no,1,no,yes,yes,male,yes,12,yes,6.84162
30,46,yes,1,no,yes,yes,male,yes,12,yes,6.8977
14,49,no,0,no,yes,yes,male,no,17,no,6.64249
15,48,no,0,no,yes,yes,male,no,17,no,6.75344
16,49,no,0,no,yes,yes,male,no,17,no,6.81783
17,48,no,0,no,yes,yes,male,no,17,no,6.91473
18,49,no,0,no,yes,yes,male,no,17,no,6.95655
19,48,no,0,no,yes,yes,male,no,17,no,7.01571
20,48,no,0,no,yes,yes,male,no,17,no,7.09423
1,30,no,0,no,yes,yes,male,no,17,no,6.21461
2,50,no,0,no,yes,yes,male,no,17,no,6.17379
3,50,no,0,no,yes,yes,male,no,17,no,6.35437
4,50,no,0,no,yes,yes,male,no,17,no,6.55108
5,50,no,0,no,yes,yes,male,no,17,no,6.45362
6,50,no,0,no,yes,yes,male,no,17,no,6.21461
7,49,no,0,no,yes,yes,male,no,17,no,7.82405
4,51,yes,1,no,yes,yes,male,yes,12,no,6.55251
5,52,yes,1,no,yes,yes,male,yes,12,no,6.62007
6,51,yes,1,no,yes,yes,male,yes,12,no,6.68461
7,43,yes,1,no,yes,yes,male,yes,12,no,6.72383
8,50,yes,1,no,yes,yes,male,yes,12,no,6.82437
9,48,yes,1,no,yes,yes,male,yes,12,no,6.95655
10,49,yes,1,no,yes,yes,male,yes,12,no,7.00307
33,47,no,0,yes,no,yes,male,no,8,no,6.42162
34,48,yes,0,yes,no,yes,male,no,8,no,6.4892
35,46,yes,0,yes,no,yes,male,no,8,no,6.72022
36,47,yes,0,yes,no,yes,male,no,8,no,6.76964
37,47,yes,0,yes,no,yes,male,no,8,no,6.80239
38,47,yes,0,yes,no,yes,male,no,8,no,6.8773
39,47,yes,0,yes,no,yes,male,no,8,no,6.99577
7,51,no,0,yes,yes,yes,male,no,15,no,6.90575
8,49,no,1,yes,yes,yes,male,no,15,no,6.90575
9,49,no,0,no,no,yes,male,no,15,no,7.17012
10,49,no,0,no,no,yes,male,no,15,no,7.28276
11,48,no,0,no,no,yes,male,no,15,no,7.36201
12,50,no,0,no,no,yes,male,no,15,no,7.33498
13,48,no,1,no,no,yes,male,no,15,no,7.47534
15,50,yes,0,no,yes,yes,male,yes,12,no,6.57368
16,48,yes,0,no,yes,yes,male,yes,12,no,6.6796
17,49,yes,0,no,yes,yes,male,yes,12,no,6.85857
18,49,yes,0,no,yes,yes,male,yes,12,no,6.84268
19,49,yes,0,no,yes,yes,male,yes,12,no,6.96791
20,49,yes,0,no,yes,yes,male,yes,12,no,7.1309
21,49,yes,0,no,yes,yes,male,yes,12,no,7.18992
29,52,no,0,no,yes,yes,male,yes,13,no,6.05209
30,46,no,0,no,yes,yes,male,yes,13,no,6.05209
31,51,yes,0,no,yes,yes,male,yes,13,no,6.10925
32,49,yes,0,no,yes,yes,male,yes,13,no,6.21461
33,48,yes,0,no,yes,yes,male,yes,13,no,6.2634
34,47,no,0,no,yes,yes,male,yes,13,no,6.2634
35,50,no,0,no,yes,yes,male,yes,13,no,6.30992
5,36,yes,1,no,yes,yes,male,yes,12,no,6.53088
6,50,yes,1,no,yes,yes,male,yes,12,no,6.55962
7,49,yes,1,no,yes,yes,male,yes,12,no,6.58064
8,50,yes,1,no,yes,yes,male,yes,12,no,6.72383
9,50,yes,1,no,yes,yes,male,yes,12,no,6.87626
10,50,yes,1,no,yes,yes,male,yes,12,no,6.97541
11,49,yes,1,no,yes,yes,male,yes,12,no,7.00307
18,48,no,1,no,yes,yes,male,no,17,no,6.74524
19,48,no,1,no,yes,yes,male,no,17,no,6.74524
20,49,no,1,no,yes,yes,male,no,17,no,6.81344
21,49,no,1,no,yes,yes,male,no,17,no,6.85118
22,48,no,1,no,yes,yes,male,no,17,no,7.02554
23,45,no,1,no,yes,yes,male,no,17,no,7.09008
24,48,no,1,no,yes,yes,male,no,17,no,7.27932
44,50,yes,0,no,yes,yes,male,yes,9,no,6.90575
45,51,no,0,no,yes,yes,male,yes,9,no,6.21461
46,50,no,0,no,yes,yes,male,yes,9,no,7.1309
47,50,no,0,no,yes,yes,male,yes,9,no,6.90776
48,50,no,0,no,yes,yes,male,yes,9,no,7.31322
49,49,no,0,no,yes,yes,male,yes,9,no,7.46737
50,49,no,0,no,yes,yes,male,yes,9,no,7.31322
29,49,no,0,no,yes,yes,male,yes,12,no,6.44413
30,46,no,0,no,yes,yes,male,yes,12,no,6.45362
31,49,no,0,no,yes,yes,male,yes,12,no,6.52062
32,48,no,0,no,yes,yes,male,yes,12,no,6.72743
33,49,no,0,no,yes,yes,male,yes,12,no,6.59167
34,49,no,0,no,yes,yes,male,yes,12,no,6.73815
35,48,no,0,no,yes,yes,male,yes,12,no,6.77422
5,49,no,0,no,yes,yes,male,no,12,no,6.48311
6,47,yes,0,no,yes,yes,male,no,12,no,6.53233
7,49,no,0,no,yes,yes,male,no,12,no,6.75227
8,49,no,0,no,yes,yes,male,no,12,no,6.80017
9,48,no,0,no,yes,yes,male,no,12,no,6.75926
10,48,yes,0,no,yes,yes,male,no,12,no,6.96885
11,48,no,0,no,yes,yes,male,no,12,no,6.90975
11,47,yes,1,no,no,yes,male,yes,10,no,5.99146
